"";"IDNummer";"Produktionsdatum";"Herstellernummer";"Werksnummer";"Fehlerhaft"
"194796";"K7-113-1132-41551";2013-12-13;112;1132;0
"194797";"K7-113-1132-41552";2013-12-13;112;1132;0
"194798";"K7-113-1132-41553";2013-12-13;112;1132;0
"194799";"K7-113-1132-41554";2013-12-13;112;1132;0
"194800";"K7-113-1132-41555";2013-12-13;112;1132;0
"194801";"K7-113-1132-41556";2013-12-13;112;1132;0
"194802";"K7-113-1132-41557";2013-12-13;112;1132;0
"194803";"K7-113-1132-41558";2013-12-13;112;1132;0
"194804";"K7-113-1132-41559";2013-12-13;112;1132;0
"194805";"K7-113-1132-41560";2013-12-13;112;1132;0
"194806";"K7-113-1132-41561";2013-12-13;112;1132;0
"194807";"K7-113-1132-41562";2013-12-13;112;1132;0
"194808";"K7-113-1132-41563";2013-12-13;112;1132;0
"194809";"K7-113-1132-41564";2013-12-13;112;1132;0
"194810";"K7-113-1132-41565";2013-12-13;112;1132;0
"194811";"K7-113-1132-41566";2013-12-13;112;1132;0
"194812";"K7-113-1132-41567";2013-12-13;112;1132;0
"194813";"K7-113-1132-41568";2013-12-13;112;1132;0
"194814";"K7-113-1132-41569";2013-12-13;112;1132;0
"194815";"K7-113-1132-41570";2013-12-13;112;1132;0
"194816";"K7-113-1132-41571";2013-12-13;112;1132;0
"194817";"K7-113-1132-41572";2013-12-13;112;1132;0
"194818";"K7-113-1132-41573";2013-12-13;112;1132;0
"194819";"K7-113-1132-41574";2013-12-13;112;1132;0
"194820";"K7-113-1132-41575";2013-12-13;112;1132;0
"194821";"K7-113-1132-41576";2013-12-13;112;1132;0
"194822";"K7-113-1132-41577";2013-12-13;112;1132;0
"194823";"K7-113-1132-41578";2013-12-13;112;1132;0
"194824";"K7-113-1132-41579";2013-12-13;112;1132;0
"194825";"K7-113-1132-41580";2013-12-13;112;1132;0
"194826";"K7-113-1132-41581";2013-12-13;112;1132;0
"194827";"K7-113-1132-41582";2013-12-13;112;1132;0
"194828";"K7-113-1132-41583";2013-12-13;112;1132;0
"194829";"K7-113-1132-41584";2013-12-13;112;1132;0
"194830";"K7-113-1132-41585";2013-12-13;112;1132;0
"194831";"K7-113-1132-41586";2013-12-13;112;1132;0
"194832";"K7-113-1132-41587";2013-12-13;112;1132;0
"194833";"K7-113-1132-41588";2013-12-13;112;1132;0
"194834";"K7-113-1132-41589";2013-12-13;112;1132;0
"194835";"K7-113-1132-41590";2013-12-13;112;1132;0
"194836";"K7-113-1132-41591";2013-12-13;112;1132;0
"194837";"K7-113-1132-41592";2013-12-13;112;1132;0
"194838";"K7-113-1132-41593";2013-12-13;112;1132;0
"194839";"K7-113-1132-41594";2013-12-13;112;1132;0
"194840";"K7-113-1132-41595";2013-12-13;112;1132;0
"194841";"K7-113-1132-41596";2013-12-13;112;1132;0
"194842";"K7-113-1132-41597";2013-12-13;112;1132;0
"194843";"K7-113-1132-41598";2013-12-13;112;1132;0
"194844";"K7-113-1132-41599";2013-12-13;112;1132;0
"194845";"K7-113-1132-41600";2013-12-13;112;1132;0
"194846";"K7-113-1132-41601";2013-12-13;112;1132;0
"194847";"K7-113-1132-41602";2013-12-13;112;1132;0
"194848";"K7-113-1132-41603";2013-12-13;112;1132;0
"194849";"K7-113-1132-41604";2013-12-13;112;1132;0
"194850";"K7-113-1132-41605";2013-12-13;112;1132;0
"194851";"K7-113-1132-41606";2013-12-13;112;1132;0
"194852";"K7-113-1132-41607";2013-12-13;112;1132;0
"194853";"K7-113-1132-41608";2013-12-13;112;1132;0
"194854";"K7-113-1132-41609";2013-12-13;112;1132;0
"194855";"K7-113-1132-41610";2013-12-13;112;1132;0
"194856";"K7-113-1132-41611";2013-12-13;112;1132;0
"194857";"K7-113-1132-41612";2013-12-13;112;1132;0
"194858";"K7-113-1132-41613";2013-12-13;112;1132;0
"194859";"K7-113-1132-41614";2013-12-13;112;1132;0
"194860";"K7-113-1132-41615";2013-12-13;112;1132;0
"194861";"K7-113-1132-41616";2013-12-13;112;1132;0
"194862";"K7-113-1132-41617";2013-12-13;112;1132;0
"194863";"K7-113-1132-41618";2013-12-13;112;1132;0
"194864";"K7-113-1132-41619";2013-12-13;112;1132;0
"194865";"K7-113-1132-41620";2013-12-13;112;1132;0
"194866";"K7-113-1132-41621";2013-12-13;112;1132;0
"194867";"K7-113-1132-41622";2013-12-13;112;1132;0
"194868";"K7-113-1132-41623";2013-12-13;112;1132;0
"194869";"K7-113-1132-41624";2013-12-13;112;1132;0
"194870";"K7-113-1132-41625";2013-12-13;112;1132;0
"194871";"K7-113-1132-41626";2013-12-13;112;1132;0
"194872";"K7-113-1132-41627";2013-12-13;112;1132;0
"194873";"K7-113-1132-41628";2013-12-14;112;1132;0
"194874";"K7-113-1132-41629";2013-12-14;112;1132;0
"194875";"K7-113-1132-41630";2013-12-14;112;1132;0
"194876";"K7-113-1132-41631";2013-12-14;112;1132;0
"194877";"K7-113-1132-41632";2013-12-14;112;1132;0
"194878";"K7-113-1132-41633";2013-12-14;112;1132;0
"194879";"K7-113-1132-41634";2013-12-14;112;1132;0
"194880";"K7-113-1132-41635";2013-12-14;112;1132;0
"194881";"K7-113-1132-41636";2013-12-14;112;1132;0
"194882";"K7-113-1132-41637";2013-12-14;112;1132;0
"194883";"K7-113-1132-41638";2013-12-14;112;1132;0
"194884";"K7-113-1132-41639";2013-12-14;112;1132;0
"194885";"K7-113-1132-41640";2013-12-14;112;1132;0
"194886";"K7-113-1132-41641";2013-12-14;112;1132;0
"194887";"K7-113-1132-41642";2013-12-14;112;1132;0
"194888";"K7-113-1132-41643";2013-12-14;112;1132;0
"194889";"K7-113-1132-41644";2013-12-14;112;1132;0
"194890";"K7-113-1132-41645";2013-12-14;112;1132;0
"194891";"K7-113-1132-41646";2013-12-14;112;1132;0
"194892";"K7-113-1132-41647";2013-12-14;112;1132;0
"194893";"K7-113-1132-41648";2013-12-14;112;1132;0
"194894";"K7-113-1132-41649";2013-12-14;112;1132;0
"194895";"K7-113-1132-41650";2013-12-14;112;1132;0
"194896";"K7-113-1132-41651";2013-12-14;112;1132;0
"194897";"K7-113-1132-41652";2013-12-14;112;1132;0
"194898";"K7-113-1132-41653";2013-12-14;112;1132;0
"194899";"K7-113-1132-41654";2013-12-14;112;1132;0
"194900";"K7-113-1132-41655";2013-12-14;112;1132;0
"194901";"K7-113-1132-41656";2013-12-14;112;1132;0
"194902";"K7-113-1132-41657";2013-12-14;112;1132;0
"194903";"K7-113-1132-41658";2013-12-14;112;1132;0
"194904";"K7-113-1132-41659";2013-12-14;112;1132;0
"194905";"K7-113-1132-41660";2013-12-14;112;1132;0
"194906";"K7-113-1132-41661";2013-12-14;112;1132;0
"194907";"K7-113-1132-41662";2013-12-14;112;1132;0
"194908";"K7-113-1132-41663";2013-12-14;112;1132;0
"194909";"K7-113-1132-41664";2013-12-14;112;1132;0
"194910";"K7-113-1132-41665";2013-12-14;112;1132;0
"194911";"K7-113-1132-41666";2013-12-14;112;1132;0
"194912";"K7-113-1132-41667";2013-12-14;112;1132;0
"194913";"K7-113-1132-41668";2013-12-14;112;1132;0
"194914";"K7-113-1132-41669";2013-12-14;112;1132;0
"194915";"K7-113-1132-41670";2013-12-14;112;1132;0
"194916";"K7-113-1132-41671";2013-12-14;112;1132;0
"194917";"K7-113-1132-41672";2013-12-14;112;1132;0
"194918";"K7-113-1132-41673";2013-12-14;112;1132;0
"194919";"K7-113-1132-41674";2013-12-14;112;1132;0
"194920";"K7-113-1132-41675";2013-12-14;112;1132;0
"194921";"K7-113-1132-41676";2013-12-14;112;1132;0
"194922";"K7-113-1132-41677";2013-12-14;112;1132;0
"194923";"K7-113-1132-41678";2013-12-14;112;1132;0
"194924";"K7-113-1132-41679";2013-12-14;112;1132;0
"194925";"K7-113-1132-41680";2013-12-14;112;1132;0
"194926";"K7-113-1132-41681";2013-12-14;112;1132;0
"194927";"K7-113-1132-41682";2013-12-14;112;1132;0
"194928";"K7-113-1132-41683";2013-12-14;112;1132;0
"194929";"K7-113-1132-41684";2013-12-14;112;1132;0
"194930";"K7-113-1132-41685";2013-12-14;112;1132;0
"194931";"K7-113-1132-41686";2013-12-14;112;1132;0
"194932";"K7-113-1132-41687";2013-12-14;112;1132;0
"194933";"K7-113-1132-41688";2013-12-14;112;1132;0
"194934";"K7-113-1132-41689";2013-12-14;112;1132;0
"194935";"K7-113-1132-41690";2013-12-14;112;1132;0
"194936";"K7-113-1132-41691";2013-12-14;112;1132;0
"194937";"K7-113-1132-41692";2013-12-14;112;1132;0
"194938";"K7-113-1132-41693";2013-12-14;112;1132;0
"194939";"K7-113-1132-41694";2013-12-14;112;1132;0
"194940";"K7-113-1132-41695";2013-12-14;112;1132;0
"194941";"K7-113-1132-41696";2013-12-14;112;1132;0
"194942";"K7-113-1132-41697";2013-12-14;112;1132;0
"194943";"K7-113-1132-41698";2013-12-14;112;1132;0
"194944";"K7-113-1132-41699";2013-12-14;112;1132;0
"194945";"K7-113-1132-41700";2013-12-14;112;1132;0
"194946";"K7-113-1132-41701";2013-12-14;112;1132;0
"194947";"K7-113-1132-41702";2013-12-14;112;1132;0
"194948";"K7-113-1132-41703";2013-12-14;112;1132;0
"194949";"K7-113-1132-41704";2013-12-14;112;1132;0
"194950";"K7-113-1132-41705";2013-12-14;112;1132;0
"194951";"K7-113-1132-41706";2013-12-14;112;1132;0
"194952";"K7-113-1132-41707";2013-12-14;112;1132;0
"194953";"K7-113-1132-41708";2013-12-14;112;1132;0
"194954";"K7-113-1132-41709";2013-12-14;112;1132;0
"194955";"K7-113-1132-41710";2013-12-14;112;1132;0
"194956";"K7-113-1132-41711";2013-12-14;112;1132;0
"194957";"K7-113-1132-41712";2013-12-14;112;1132;0
"194958";"K7-113-1132-41713";2013-12-14;112;1132;0
"194959";"K7-113-1132-41714";2013-12-14;112;1132;0
"194960";"K7-113-1132-41715";2013-12-14;112;1132;0
"194961";"K7-113-1132-41716";2013-12-14;112;1132;0
"194962";"K7-113-1132-41717";2013-12-14;112;1132;0
"194963";"K7-113-1132-41718";2013-12-14;112;1132;0
"194964";"K7-113-1132-41719";2013-12-14;112;1132;0
"194965";"K7-113-1132-41720";2013-12-14;112;1132;0
"194966";"K7-113-1132-41721";2013-12-14;112;1132;0
"194967";"K7-113-1132-41722";2013-12-14;112;1132;0
"194968";"K7-113-1132-41723";2013-12-14;112;1132;0
"194969";"K7-113-1132-41724";2013-12-14;112;1132;0
"194970";"K7-113-1132-41725";2013-12-14;112;1132;0
"194971";"K7-113-1132-41726";2013-12-14;112;1132;0
"194972";"K7-113-1132-41727";2013-12-14;112;1132;0
"194973";"K7-113-1132-41728";2013-12-14;112;1132;0
"194974";"K7-113-1132-41729";2013-12-15;112;1132;0
"194975";"K7-113-1132-41730";2013-12-15;112;1132;0
"194976";"K7-113-1132-41731";2013-12-15;112;1132;0
"194977";"K7-113-1132-41732";2013-12-15;112;1132;0
"194978";"K7-113-1132-41733";2013-12-15;112;1132;0
"194979";"K7-113-1132-41734";2013-12-15;112;1132;0
"194980";"K7-113-1132-41735";2013-12-15;112;1132;0
"194981";"K7-113-1132-41736";2013-12-15;112;1132;0
"194982";"K7-113-1132-41737";2013-12-15;112;1132;0
"194983";"K7-113-1132-41738";2013-12-15;112;1132;0
"194984";"K7-113-1132-41739";2013-12-15;112;1132;0
"194985";"K7-113-1132-41740";2013-12-15;112;1132;0
"194986";"K7-113-1132-41741";2013-12-15;112;1132;0
"194987";"K7-113-1132-41742";2013-12-15;112;1132;0
"194988";"K7-113-1132-41743";2013-12-15;112;1132;0
"194989";"K7-113-1132-41744";2013-12-15;112;1132;0
"194990";"K7-113-1132-41745";2013-12-15;112;1132;0
"194991";"K7-113-1132-41746";2013-12-15;112;1132;0
"194992";"K7-113-1132-41747";2013-12-15;112;1132;0
"194993";"K7-113-1132-41748";2013-12-15;112;1132;0
"194994";"K7-113-1132-41749";2013-12-15;112;1132;0
"194995";"K7-113-1132-41750";2013-12-15;112;1132;0
"194996";"K7-113-1132-41751";2013-12-15;112;1132;0
"194997";"K7-113-1132-41752";2013-12-15;112;1132;0
"194998";"K7-113-1132-41753";2013-12-15;112;1132;0
"194999";"K7-113-1132-41754";2013-12-15;112;1132;0
"195000";"K7-113-1132-41755";2013-12-15;112;1132;0
"195001";"K7-113-1132-41756";2013-12-15;112;1132;0
"195002";"K7-113-1132-41757";2013-12-15;112;1132;0
"195003";"K7-113-1132-41758";2013-12-15;112;1132;0
"195004";"K7-113-1132-41759";2013-12-15;112;1132;0
"195005";"K7-113-1132-41760";2013-12-15;112;1132;0
"195006";"K7-113-1132-41761";2013-12-15;112;1132;0
"195007";"K7-113-1132-41762";2013-12-15;112;1132;0
"195008";"K7-113-1132-41763";2013-12-15;112;1132;0
"195009";"K7-113-1132-41764";2013-12-15;112;1132;0
"195010";"K7-113-1132-41765";2013-12-15;112;1132;0
"195011";"K7-113-1132-41766";2013-12-15;112;1132;0
"195012";"K7-113-1132-41767";2013-12-15;112;1132;0
"195013";"K7-113-1132-41768";2013-12-15;112;1132;0
"195014";"K7-113-1132-41769";2013-12-15;112;1132;0
"195015";"K7-113-1132-41770";2013-12-15;112;1132;0
"195016";"K7-113-1132-41771";2013-12-15;112;1132;0
"195017";"K7-113-1132-41772";2013-12-15;112;1132;0
"195018";"K7-113-1132-41773";2013-12-15;112;1132;0
"195019";"K7-113-1132-41774";2013-12-15;112;1132;0
"195020";"K7-113-1132-41775";2013-12-15;112;1132;0
"195021";"K7-113-1132-41776";2013-12-15;112;1132;0
"195022";"K7-113-1132-41777";2013-12-15;112;1132;0
"195023";"K7-113-1132-41778";2013-12-15;112;1132;0
"195024";"K7-113-1132-41779";2013-12-15;112;1132;0
"195025";"K7-113-1132-41780";2013-12-15;112;1132;0
"195026";"K7-113-1132-41781";2013-12-15;112;1132;0
"195027";"K7-113-1132-41782";2013-12-15;112;1132;0
"195028";"K7-113-1132-41783";2013-12-15;112;1132;0
"195029";"K7-113-1132-41784";2013-12-15;112;1132;0
"195030";"K7-113-1132-41785";2013-12-15;112;1132;0
"195031";"K7-113-1132-41786";2013-12-15;112;1132;0
"195032";"K7-113-1132-41787";2013-12-15;112;1132;0
"195033";"K7-113-1132-41788";2013-12-15;112;1132;0
"195034";"K7-113-1132-41789";2013-12-15;112;1132;0
"195035";"K7-113-1132-41790";2013-12-15;112;1132;0
"195036";"K7-113-1132-41791";2013-12-15;112;1132;0
"195037";"K7-113-1132-41792";2013-12-15;112;1132;0
"195038";"K7-113-1132-41793";2013-12-15;112;1132;0
"195039";"K7-113-1132-41794";2013-12-15;112;1132;0
"195040";"K7-113-1132-41795";2013-12-15;112;1132;0
"195041";"K7-113-1132-41796";2013-12-15;112;1132;0
"195042";"K7-113-1132-41797";2013-12-15;112;1132;0
"195043";"K7-113-1132-41798";2013-12-15;112;1132;0
"195044";"K7-113-1132-41799";2013-12-15;112;1132;0
"195045";"K7-113-1132-41800";2013-12-15;112;1132;0
"195046";"K7-113-1132-41801";2013-12-15;112;1132;0
"195047";"K7-113-1132-41802";2013-12-15;112;1132;0
"195048";"K7-113-1132-41803";2013-12-15;112;1132;0
"195049";"K7-113-1132-41804";2013-12-15;112;1132;0
"195050";"K7-113-1132-41805";2013-12-15;112;1132;0
"195051";"K7-113-1132-41806";2013-12-15;112;1132;0
"195052";"K7-113-1132-41807";2013-12-15;112;1132;0
"195053";"K7-113-1132-41808";2013-12-15;112;1132;0
"195054";"K7-113-1132-41809";2013-12-15;112;1132;0
"195055";"K7-113-1132-41810";2013-12-15;112;1132;0
"195056";"K7-113-1132-41811";2013-12-15;112;1132;0
"195057";"K7-113-1132-41812";2013-12-15;112;1132;0
"195058";"K7-113-1132-41813";2013-12-15;112;1132;0
"195059";"K7-113-1132-41814";2013-12-15;112;1132;0
"195060";"K7-113-1132-41815";2013-12-15;112;1132;0
"195061";"K7-113-1132-41816";2013-12-15;112;1132;0
"195062";"K7-113-1132-41817";2013-12-15;112;1132;0
"195063";"K7-113-1132-41818";2013-12-15;112;1132;0
"195064";"K7-113-1132-41819";2013-12-15;112;1132;0
"195065";"K7-113-1132-41820";2013-12-15;112;1132;0
"195066";"K7-113-1132-41821";2013-12-15;112;1132;0
"195067";"K7-113-1132-41822";2013-12-15;112;1132;0
"195068";"K7-113-1132-41823";2013-12-15;112;1132;0
"195069";"K7-113-1132-41824";2013-12-15;112;1132;0
"195070";"K7-113-1132-41825";2013-12-15;112;1132;0
"195071";"K7-113-1132-41826";2013-12-15;112;1132;0
"195072";"K7-113-1132-41827";2013-12-15;112;1132;0
"195073";"K7-113-1132-41828";2013-12-15;112;1132;0
"195074";"K7-113-1132-41829";2013-12-15;112;1132;0
"195075";"K7-113-1132-41830";2013-12-15;112;1132;0
"195076";"K7-113-1132-41831";2013-12-15;112;1132;0
"195077";"K7-113-1132-41832";2013-12-15;112;1132;0
"195078";"K7-113-1132-41833";2013-12-15;112;1132;0
"195079";"K7-113-1132-41834";2013-12-15;112;1132;0
"195080";"K7-113-1132-41835";2013-12-15;112;1132;0
"195081";"K7-113-1132-41836";2013-12-15;112;1132;0
"195082";"K7-113-1132-41837";2013-12-16;112;1132;0
"195083";"K7-113-1132-41838";2013-12-16;112;1132;0
"195084";"K7-113-1132-41839";2013-12-16;112;1132;0
"195085";"K7-113-1132-41840";2013-12-16;112;1132;0
"195086";"K7-113-1132-41841";2013-12-16;112;1132;0
"195087";"K7-113-1132-41842";2013-12-16;112;1132;0
"195088";"K7-113-1132-41843";2013-12-16;112;1132;0
"195089";"K7-113-1132-41844";2013-12-16;112;1132;0
"195090";"K7-113-1132-41845";2013-12-16;112;1132;0
"195091";"K7-113-1132-41846";2013-12-16;112;1132;0
"195092";"K7-113-1132-41847";2013-12-16;112;1132;0
"195093";"K7-113-1132-41848";2013-12-16;112;1132;0
"195094";"K7-113-1132-41849";2013-12-16;112;1132;0
"195095";"K7-113-1132-41850";2013-12-16;112;1132;0
"195096";"K7-113-1132-41851";2013-12-16;112;1132;0
"195097";"K7-113-1132-41852";2013-12-16;112;1132;0
"195098";"K7-113-1132-41853";2013-12-16;112;1132;0
"195099";"K7-113-1132-41854";2013-12-16;112;1132;0
"195100";"K7-113-1132-41855";2013-12-16;112;1132;0
"195101";"K7-113-1132-41856";2013-12-16;112;1132;0
"195102";"K7-113-1132-41857";2013-12-16;112;1132;0
"195103";"K7-113-1132-41858";2013-12-16;112;1132;0
"195104";"K7-113-1132-41859";2013-12-16;112;1132;0
"195105";"K7-113-1132-41860";2013-12-16;112;1132;0
"195106";"K7-113-1132-41861";2013-12-16;112;1132;0
"195107";"K7-113-1132-41862";2013-12-16;112;1132;0
"195108";"K7-113-1132-41863";2013-12-16;112;1132;0
"195109";"K7-113-1132-41864";2013-12-16;112;1132;0
"195110";"K7-113-1132-41865";2013-12-16;112;1132;0
"195111";"K7-113-1132-41866";2013-12-16;112;1132;0
"195112";"K7-113-1132-41867";2013-12-16;112;1132;0
"195113";"K7-113-1132-41868";2013-12-16;112;1132;0
"195114";"K7-113-1132-41869";2013-12-16;112;1132;0
"195115";"K7-113-1132-41870";2013-12-16;112;1132;0
"195116";"K7-113-1132-41871";2013-12-16;112;1132;0
"195117";"K7-113-1132-41872";2013-12-16;112;1132;0
"195118";"K7-113-1132-41873";2013-12-16;112;1132;0
"195119";"K7-113-1132-41874";2013-12-16;112;1132;0
"195120";"K7-113-1132-41875";2013-12-16;112;1132;0
"195121";"K7-113-1132-41876";2013-12-16;112;1132;0
"195122";"K7-113-1132-41877";2013-12-16;112;1132;0
"195123";"K7-113-1132-41878";2013-12-16;112;1132;0
"195124";"K7-113-1132-41879";2013-12-16;112;1132;0
"195125";"K7-113-1132-41880";2013-12-16;112;1132;0
"195126";"K7-113-1132-41881";2013-12-16;112;1132;0
"195127";"K7-113-1132-41882";2013-12-16;112;1132;0
"195128";"K7-113-1132-41883";2013-12-16;112;1132;0
"195129";"K7-113-1132-41884";2013-12-16;112;1132;0
"195130";"K7-113-1132-41885";2013-12-16;112;1132;0
"195131";"K7-113-1132-41886";2013-12-16;112;1132;0
"195132";"K7-113-1132-41887";2013-12-16;112;1132;0
"195133";"K7-113-1132-41888";2013-12-16;112;1132;0
"195134";"K7-113-1132-41889";2013-12-16;112;1132;0
"195135";"K7-113-1132-41890";2013-12-16;112;1132;0
"195136";"K7-113-1132-41891";2013-12-16;112;1132;0
"195137";"K7-113-1132-41892";2013-12-16;112;1132;0
"195138";"K7-113-1132-41893";2013-12-16;112;1132;0
"195139";"K7-113-1132-41894";2013-12-16;112;1132;0
"195140";"K7-113-1132-41895";2013-12-16;112;1132;0
"195141";"K7-113-1132-41896";2013-12-16;112;1132;0
"195142";"K7-113-1132-41897";2013-12-16;112;1132;0
"195143";"K7-113-1132-41898";2013-12-16;112;1132;0
"195144";"K7-113-1132-41899";2013-12-16;112;1132;0
"195145";"K7-113-1132-41900";2013-12-16;112;1132;0
"195146";"K7-113-1132-41901";2013-12-16;112;1132;0
"195147";"K7-113-1132-41902";2013-12-16;112;1132;0
"195148";"K7-113-1132-41903";2013-12-16;112;1132;0
"195149";"K7-113-1132-41904";2013-12-16;112;1132;0
"195150";"K7-113-1132-41905";2013-12-16;112;1132;0
"195151";"K7-113-1132-41906";2013-12-16;112;1132;0
"195152";"K7-113-1132-41907";2013-12-16;112;1132;0
"195153";"K7-113-1132-41908";2013-12-16;112;1132;0
"195154";"K7-113-1132-41909";2013-12-16;112;1132;0
"195155";"K7-113-1132-41910";2013-12-16;112;1132;0
"195156";"K7-113-1132-41911";2013-12-16;112;1132;0
"195157";"K7-113-1132-41912";2013-12-16;112;1132;0
"195158";"K7-113-1132-41913";2013-12-16;112;1132;0
"195159";"K7-113-1132-41914";2013-12-16;112;1132;0
"195160";"K7-113-1132-41915";2013-12-16;112;1132;0
"195161";"K7-113-1132-41916";2013-12-16;112;1132;0
"195162";"K7-113-1132-41917";2013-12-16;112;1132;0
"195163";"K7-113-1132-41918";2013-12-16;112;1132;0
"195164";"K7-113-1132-41919";2013-12-16;112;1132;0
"195165";"K7-113-1132-41920";2013-12-16;112;1132;0
"195166";"K7-113-1132-41921";2013-12-16;112;1132;0
"195167";"K7-113-1132-41922";2013-12-16;112;1132;0
"195168";"K7-113-1132-41923";2013-12-16;112;1132;0
"195169";"K7-113-1132-41924";2013-12-16;112;1132;0
"195170";"K7-113-1132-41925";2013-12-16;112;1132;0
"195171";"K7-113-1132-41926";2013-12-16;112;1132;0
"195172";"K7-113-1132-41927";2013-12-16;112;1132;0
"195173";"K7-113-1132-41928";2013-12-16;112;1132;0
"195174";"K7-113-1132-41929";2013-12-16;112;1132;0
"195175";"K7-113-1132-41930";2013-12-16;112;1132;0
"195176";"K7-113-1132-41931";2013-12-16;112;1132;0
"195177";"K7-113-1132-41932";2013-12-16;112;1132;0
"195178";"K7-113-1132-41933";2013-12-16;112;1132;0
"195179";"K7-113-1132-41934";2013-12-16;112;1132;0
"195180";"K7-113-1132-41935";2013-12-16;112;1132;0
"195181";"K7-113-1132-41936";2013-12-16;112;1132;0
"195182";"K7-113-1132-41937";2013-12-16;112;1132;0
"195183";"K7-113-1132-41938";2013-12-16;112;1132;0
"195184";"K7-113-1132-41939";2013-12-17;112;1132;0
"195185";"K7-113-1132-41940";2013-12-17;112;1132;0
"195186";"K7-113-1132-41941";2013-12-17;112;1132;0
"195187";"K7-113-1132-41942";2013-12-17;112;1132;0
"195188";"K7-113-1132-41943";2013-12-17;112;1132;0
"195189";"K7-113-1132-41944";2013-12-17;112;1132;0
"195190";"K7-113-1132-41945";2013-12-17;112;1132;0
"195191";"K7-113-1132-41946";2013-12-17;112;1132;0
"195192";"K7-113-1132-41947";2013-12-17;112;1132;0
"195193";"K7-113-1132-41948";2013-12-17;112;1132;0
"195194";"K7-113-1132-41949";2013-12-17;112;1132;0
"195195";"K7-113-1132-41950";2013-12-17;112;1132;0
"195196";"K7-113-1132-41951";2013-12-17;112;1132;0
"195197";"K7-113-1132-41952";2013-12-17;112;1132;0
"195198";"K7-113-1132-41953";2013-12-17;112;1132;0
"195199";"K7-113-1132-41954";2013-12-17;112;1132;0
"195200";"K7-113-1132-41955";2013-12-17;112;1132;0
"195201";"K7-113-1132-41956";2013-12-17;112;1132;0
"195202";"K7-113-1132-41957";2013-12-17;112;1132;0
"195203";"K7-113-1132-41958";2013-12-17;112;1132;0
"195204";"K7-113-1132-41959";2013-12-17;112;1132;0
"195205";"K7-113-1132-41960";2013-12-17;112;1132;0
"195206";"K7-113-1132-41961";2013-12-17;112;1132;0
"195207";"K7-113-1132-41962";2013-12-17;112;1132;0
"195208";"K7-113-1132-41963";2013-12-17;112;1132;0
"195209";"K7-113-1132-41964";2013-12-17;112;1132;0
"195210";"K7-113-1132-41965";2013-12-17;112;1132;0
"195211";"K7-113-1132-41966";2013-12-17;112;1132;0
"195212";"K7-113-1132-41967";2013-12-17;112;1132;0
"195213";"K7-113-1132-41968";2013-12-17;112;1132;0
"195214";"K7-113-1132-41969";2013-12-17;112;1132;0
"195215";"K7-113-1132-41970";2013-12-17;112;1132;0
"195216";"K7-113-1132-41971";2013-12-17;112;1132;0
"195217";"K7-113-1132-41972";2013-12-17;112;1132;0
"195218";"K7-113-1132-41973";2013-12-17;112;1132;0
"195219";"K7-113-1132-41974";2013-12-17;112;1132;0
"195220";"K7-113-1132-41975";2013-12-17;112;1132;0
"195221";"K7-113-1132-41976";2013-12-17;112;1132;0
"195222";"K7-113-1132-41977";2013-12-17;112;1132;0
"195223";"K7-113-1132-41978";2013-12-17;112;1132;0
"195224";"K7-113-1132-41979";2013-12-17;112;1132;0
"195225";"K7-113-1132-41980";2013-12-17;112;1132;0
"195226";"K7-113-1132-41981";2013-12-17;112;1132;0
"195227";"K7-113-1132-41982";2013-12-17;112;1132;0
"195228";"K7-113-1132-41983";2013-12-17;112;1132;0
"195229";"K7-113-1132-41984";2013-12-17;112;1132;0
"195230";"K7-113-1132-41985";2013-12-17;112;1132;0
"195231";"K7-113-1132-41986";2013-12-17;112;1132;0
"195232";"K7-113-1132-41987";2013-12-17;112;1132;0
"195233";"K7-113-1132-41988";2013-12-17;112;1132;0
"195234";"K7-113-1132-41989";2013-12-17;112;1132;0
"195235";"K7-113-1132-41990";2013-12-17;112;1132;0
"195236";"K7-113-1132-41991";2013-12-17;112;1132;0
"195237";"K7-113-1132-41992";2013-12-17;112;1132;0
"195238";"K7-113-1132-41993";2013-12-17;112;1132;0
"195239";"K7-113-1132-41994";2013-12-17;112;1132;0
"195240";"K7-113-1132-41995";2013-12-17;112;1132;0
"195241";"K7-113-1132-41996";2013-12-17;112;1132;0
"195242";"K7-113-1132-41997";2013-12-17;112;1132;0
"195243";"K7-113-1132-41998";2013-12-17;112;1132;0
"195244";"K7-113-1132-41999";2013-12-17;112;1132;0
"195245";"K7-113-1132-42000";2013-12-17;112;1132;0
"195246";"K7-113-1132-42001";2013-12-17;112;1132;0
"195247";"K7-113-1132-42002";2013-12-17;112;1132;0
"195248";"K7-113-1132-42003";2013-12-17;112;1132;0
"195249";"K7-113-1132-42004";2013-12-17;112;1132;0
"195250";"K7-113-1132-42005";2013-12-17;112;1132;0
"195251";"K7-113-1132-42006";2013-12-17;112;1132;0
"195252";"K7-113-1132-42007";2013-12-17;112;1132;0
"195253";"K7-113-1132-42008";2013-12-17;112;1132;0
"195254";"K7-113-1132-42009";2013-12-17;112;1132;0
"195255";"K7-113-1132-42010";2013-12-17;112;1132;0
"195256";"K7-113-1132-42011";2013-12-17;112;1132;0
"195257";"K7-113-1132-42012";2013-12-17;112;1132;0
"195258";"K7-113-1132-42013";2013-12-17;112;1132;0
"195259";"K7-113-1132-42014";2013-12-17;112;1132;0
"195260";"K7-113-1132-42015";2013-12-17;112;1132;0
